verification_id,source_file,channel,segment_index,segment_start_s,segment_end_s,peak_threshold,max_heatmap,mean_heatmap,predicted_event_count,predicted_event_times_inside_s_json,predicted_event_times_absolute_s_json,review_status,corrected_event_count,corrected_event_times_inside_s_json,corrected_event_times_absolute_s_json,quality_flag,comment
Broadband_Data_2026.03.26_21.49.00_ns_seg016,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,ns,16,32.0,34.0,0.25,0.2732333242893219,0.03646720200777054,1,[0.298],[32.298],model_verified,1,[0.298],[32.298],,
Broadband_Data_2026.03.26_21.49.00_ns_seg017,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,ns,17,34.0,36.0,0.25,0.5437710285186768,0.041406258940696716,1,[0.158],[34.158],manual_corrected,0,[],[],,
Broadband_Data_2026.03.26_21.49.00_ns_seg018,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,ns,18,36.0,38.0,0.25,0.30153051018714905,0.03971327841281891,1,[0.094],[36.094],model_verified,1,[0.094],[36.094],,
Broadband_Data_2026.03.26_21.49.00_ns_seg019,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,ns,19,38.0,40.0,0.25,0.9417360424995422,0.04861711710691452,3,"[1.052, 1.254, 1.982]","[39.052, 39.254, 39.982]",model_verified,3,"[1.052, 1.254, 1.982]","[39.052, 39.254, 39.982]",,
Broadband_Data_2026.03.26_21.49.00_ns_seg020,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,ns,20,40.0,42.0,0.25,0.9989748001098633,0.05352827161550522,4,"[0.02, 0.076, 1.332, 1.366]","[40.02, 40.076, 41.332, 41.366]",manual_corrected,2,"[0.073161, 1.326468]","[40.073161, 41.326468]",,
Broadband_Data_2026.03.26_21.49.00_ns_seg021,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,ns,21,42.0,44.0,0.25,0.3072240352630615,0.034264180809259415,1,[0.568],[42.568],manual_corrected,0,[],[],,
Broadband_Data_2026.03.26_21.49.00_ns_seg022,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,ns,22,44.0,46.0,0.25,0.2717333734035492,0.038444001227617264,1,[1.926],[45.926],manual_corrected,0,[],[],,
Broadband_Data_2026.03.26_21.49.00_ns_seg023,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,ns,23,46.0,48.0,0.25,0.5514230728149414,0.0352160781621933,2,"[1.196, 1.98]","[47.196, 47.98]",manual_corrected,0,[],[],,
Broadband_Data_2026.03.26_21.49.00_ns_seg024,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,ns,24,48.0,50.0,0.25,0.8184110522270203,0.06143280491232872,4,"[0.486, 0.632, 1.124, 1.228]","[48.486, 48.632, 49.124, 49.228]",model_verified,4,"[0.486, 0.632, 1.124, 1.228]","[48.486, 48.632, 49.124, 49.228]",,
Broadband_Data_2026.03.26_21.49.00_ns_seg025,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,ns,25,50.0,52.0,0.25,0.7901070713996887,0.05499393865466118,3,"[0.234, 0.618, 1.272]","[50.234, 50.618, 51.272]",model_verified,3,"[0.234, 0.618, 1.272]","[50.234, 50.618, 51.272]",,
Broadband_Data_2026.03.26_21.49.00_ns_seg026,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,ns,26,52.0,54.0,0.25,0.42276832461357117,0.03523227199912071,1,[0.274],[52.274],model_verified,1,[0.274],[52.274],,
Broadband_Data_2026.03.26_21.49.00_ns_seg027,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,ns,27,54.0,56.0,0.25,0.9707909226417542,0.0516047328710556,3,"[0.272, 0.314, 1.96]","[54.272, 54.314, 55.96]",model_verified,3,"[0.272, 0.314, 1.96]","[54.272, 54.314, 55.96]",,
Broadband_Data_2026.03.26_21.49.00_ns_seg028,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,ns,28,56.0,58.0,0.25,0.9450191259384155,0.06448892503976822,5,"[0.096, 0.468, 0.908, 1.052, 1.932]","[56.096, 56.468, 56.908, 57.052, 57.932]",model_verified,5,"[0.096, 0.468, 0.908, 1.052, 1.932]","[56.096, 56.468, 56.908, 57.052, 57.932]",,
Broadband_Data_2026.03.26_21.49.00_ns_seg029,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,ns,29,58.0,60.0,0.25,0.9783287048339844,0.048614777624607086,4,"[0.342, 0.458, 1.408, 1.904]","[58.342, 58.458, 59.408, 59.904]",model_verified,4,"[0.342, 0.458, 1.408, 1.904]","[58.342, 58.458, 59.408, 59.904]",,
Broadband_Data_2026.03.26_21.49.00_we_seg000,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,0,0.0,2.0,0.25,0.9986351132392883,0.0398733951151371,1,[1.0],[1.0],manual_corrected,0,[],[],,
Broadband_Data_2026.03.26_21.49.00_we_seg001,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,1,2.0,4.0,0.25,0.9985874891281128,0.039772193878889084,1,[1.0],[3.0],manual_corrected,0,[],[],,
Broadband_Data_2026.03.26_21.49.00_we_seg002,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,2,4.0,6.0,0.25,0.9986452460289001,0.04031587019562721,1,[1.0],[5.0],model_verified,1,[1.0],[5.0],,
Broadband_Data_2026.03.26_21.49.00_we_seg003,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,3,6.0,8.0,0.25,0.9986055493354797,0.044064633548259735,2,"[0.392, 1.0]","[6.392, 7.0]",model_verified,2,"[0.392, 1.0]","[6.392, 7.0]",,
Broadband_Data_2026.03.26_21.49.00_we_seg004,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,4,8.0,10.0,0.25,0.9986101388931274,0.04858095198869705,3,"[0.354, 1.0, 1.678]","[8.354, 9.0, 9.678]",model_verified,3,"[0.354, 1.0, 1.678]","[8.354, 9.0, 9.678]",,
Broadband_Data_2026.03.26_21.49.00_we_seg005,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,5,10.0,12.0,0.25,0.9985964894294739,0.04201763868331909,1,[1.0],[11.0],model_verified,1,[1.0],[11.0],,
Broadband_Data_2026.03.26_21.49.00_we_seg006,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,6,12.0,14.0,0.25,0.9987117052078247,0.04093857482075691,1,[1.0],[13.0],model_verified,1,[1.0],[13.0],,
Broadband_Data_2026.03.26_21.49.00_we_seg007,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,7,14.0,16.0,0.25,0.9982646107673645,0.05521363392472267,3,"[1.0, 1.426, 1.67]","[15.0, 15.426, 15.67]",model_verified,3,"[1.0, 1.426, 1.67]","[15.0, 15.426, 15.67]",,
Broadband_Data_2026.03.26_21.49.00_we_seg008,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,8,16.0,18.0,0.25,0.9986729621887207,0.040591996163129807,1,[1.0],[17.0],model_verified,1,[1.0],[17.0],,
Broadband_Data_2026.03.26_21.49.00_we_seg009,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,9,18.0,20.0,0.25,0.9985007047653198,0.05759407579898834,3,"[0.08, 0.468, 1.0]","[18.08, 18.468, 19.0]",model_verified,3,"[0.08, 0.468, 1.0]","[18.08, 18.468, 19.0]",,
Broadband_Data_2026.03.26_21.49.00_we_seg010,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,10,20.0,22.0,0.25,0.9986310601234436,0.0561080276966095,4,"[0.592, 0.774, 0.81, 1.0]","[20.592, 20.774, 20.81, 21.0]",model_verified,4,"[0.592, 0.774, 0.81, 1.0]","[20.592, 20.774, 20.81, 21.0]",,
Broadband_Data_2026.03.26_21.49.00_we_seg011,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,11,22.0,24.0,0.25,0.9987334609031677,0.04009344056248665,1,[1.0],[23.0],model_verified,1,[1.0],[23.0],,
Broadband_Data_2026.03.26_21.49.00_we_seg012,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,12,24.0,26.0,0.25,0.9986777901649475,0.04384269937872887,2,"[1.0, 1.352]","[25.0, 25.352]",manual_corrected,1,[0.993669],[24.993669],,
Broadband_Data_2026.03.26_21.49.00_we_seg013,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,13,26.0,28.0,0.25,0.9986679553985596,0.05264673009514809,3,"[0.642, 1.0, 1.906]","[26.642, 27.0, 27.906]",model_verified,3,"[0.642, 1.0, 1.906]","[26.642, 27.0, 27.906]",,
Broadband_Data_2026.03.26_21.49.00_we_seg014,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,14,28.0,30.0,0.25,0.9987370371818542,0.04036025330424309,1,[1.0],[29.0],model_verified,1,[1.0],[29.0],,
Broadband_Data_2026.03.26_21.49.00_we_seg015,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,15,30.0,32.0,0.25,0.998816967010498,0.040787145495414734,1,[1.0],[31.0],model_verified,1,[1.0],[31.0],,
Broadband_Data_2026.03.26_21.49.00_we_seg016,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,16,32.0,34.0,0.25,0.9985640645027161,0.03829190507531166,1,[1.0],[33.0],model_verified,1,[1.0],[33.0],,
Broadband_Data_2026.03.26_21.49.00_we_seg017,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,17,34.0,36.0,0.25,0.9987271428108215,0.051984235644340515,2,"[0.158, 1.0]","[34.158, 35.0]",model_verified,2,"[0.158, 1.0]","[34.158, 35.0]",,
Broadband_Data_2026.03.26_21.49.00_we_seg018,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,18,36.0,38.0,0.25,0.9986119270324707,0.04044877737760544,1,[1.0],[37.0],model_verified,1,[1.0],[37.0],,
Broadband_Data_2026.03.26_21.49.00_we_seg019,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,19,38.0,40.0,0.25,0.9985561966896057,0.052683260291814804,5,"[0.586, 0.918, 1.0, 1.262, 1.548]","[38.586, 38.918, 39.0, 39.262, 39.548]",model_verified,5,"[0.586, 0.918, 1.0, 1.262, 1.548]","[38.586, 38.918, 39.0, 39.262, 39.548]",,
Broadband_Data_2026.03.26_21.49.00_we_seg020,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,20,40.0,42.0,0.25,0.9985257983207703,0.048692505806684494,2,"[0.076, 1.0]","[40.076, 41.0]",model_verified,2,"[0.076, 1.0]","[40.076, 41.0]",,
Broadband_Data_2026.03.26_21.49.00_we_seg021,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,21,42.0,44.0,0.25,0.9985963702201843,0.03863201290369034,1,[1.0],[43.0],model_verified,1,[1.0],[43.0],,
Broadband_Data_2026.03.26_21.49.00_we_seg022,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,22,44.0,46.0,0.25,0.998576283454895,0.041316721588373184,2,"[1.0, 1.664]","[45.0, 45.664]",model_verified,2,"[1.0, 1.664]","[45.0, 45.664]",,
Broadband_Data_2026.03.26_21.49.00_we_seg023,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,23,46.0,48.0,0.25,0.9984959363937378,0.04166664928197861,2,"[1.0, 1.984]","[47.0, 47.984]",model_verified,2,"[1.0, 1.984]","[47.0, 47.984]",,
Broadband_Data_2026.03.26_21.49.00_we_seg024,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,24,48.0,50.0,0.25,0.9983830451965332,0.056396909058094025,4,"[0.61, 1.0, 1.232, 1.436]","[48.61, 49.0, 49.232, 49.436]",model_verified,4,"[0.61, 1.0, 1.232, 1.436]","[48.61, 49.0, 49.232, 49.436]",,
Broadband_Data_2026.03.26_21.49.00_we_seg025,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,25,50.0,52.0,0.25,0.998478353023529,0.04137744754552841,2,"[0.238, 1.0]","[50.238, 51.0]",model_verified,2,"[0.238, 1.0]","[50.238, 51.0]",,
Broadband_Data_2026.03.26_21.49.00_we_seg026,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,26,52.0,54.0,0.25,0.9986131191253662,0.038704097270965576,1,[1.0],[53.0],model_verified,1,[1.0],[53.0],,
Broadband_Data_2026.03.26_21.49.00_we_seg027,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,27,54.0,56.0,0.25,0.9984409213066101,0.05344141274690628,3,"[0.922, 1.0, 1.96]","[54.922, 55.0, 55.96]",model_verified,3,"[0.922, 1.0, 1.96]","[54.922, 55.0, 55.96]",,
Broadband_Data_2026.03.26_21.49.00_we_seg028,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,28,56.0,58.0,0.25,0.9986298084259033,0.04839446768164635,2,"[0.452, 1.0]","[56.452, 57.0]",model_verified,2,"[0.452, 1.0]","[56.452, 57.0]",,
Broadband_Data_2026.03.26_21.49.00_we_seg029,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.49.00.bin,we,29,58.0,60.0,0.25,0.9987228512763977,0.03796377032995224,1,[1.0],[59.0],model_verified,1,[1.0],[59.0],,
Broadband_Data_2026.03.26_21.50.00_ns_seg000,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,0,0.0,2.0,0.25,0.9636182188987732,0.04903083294630051,3,"[0.082, 0.61, 0.664]","[0.082, 0.61, 0.664]",model_verified,3,"[0.082, 0.61, 0.664]","[0.082, 0.61, 0.664]",,
Broadband_Data_2026.03.26_21.50.00_ns_seg001,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,1,2.0,4.0,0.25,0.8117976784706116,0.04546327888965607,3,"[0.144, 0.788, 1.054]","[2.144, 2.788, 3.054]",model_verified,3,"[0.144, 0.788, 1.054]","[2.144, 2.788, 3.054]",,
Broadband_Data_2026.03.26_21.50.00_ns_seg002,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,2,4.0,6.0,0.25,0.9393315315246582,0.04933681711554527,3,"[0.172, 0.828, 1.252]","[4.172, 4.828, 5.252]",model_verified,3,"[0.172, 0.828, 1.252]","[4.172, 4.828, 5.252]",,
Broadband_Data_2026.03.26_21.50.00_ns_seg003,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,3,6.0,8.0,0.25,0.7515265345573425,0.04458065330982208,2,"[1.52, 1.802]","[7.52, 7.802]",model_verified,2,"[1.52, 1.802]","[7.52, 7.802]",,
Broadband_Data_2026.03.26_21.50.00_ns_seg004,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,4,8.0,10.0,0.25,0.8671480417251587,0.04775893688201904,3,"[0.624, 1.354, 1.692]","[8.624, 9.354, 9.692]",model_verified,3,"[0.624, 1.354, 1.692]","[8.624, 9.354, 9.692]",,
Broadband_Data_2026.03.26_21.50.00_ns_seg005,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,5,10.0,12.0,0.25,0.8852578997612,0.05374336987733841,4,"[0.616, 0.882, 0.97, 1.144]","[10.616, 10.882, 10.97, 11.144]",model_verified,4,"[0.616, 0.882, 0.97, 1.144]","[10.616, 10.882, 10.97, 11.144]",,
Broadband_Data_2026.03.26_21.50.00_ns_seg006,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,6,12.0,14.0,0.25,0.2227274775505066,0.03388442471623421,0,[],[],model_verified,0,[],[],,
Broadband_Data_2026.03.26_21.50.00_ns_seg007,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,7,14.0,16.0,0.25,0.5306740403175354,0.04453366994857788,2,"[1.18, 1.612]","[15.18, 15.612]",model_verified,2,"[1.18, 1.612]","[15.18, 15.612]",,
Broadband_Data_2026.03.26_21.50.00_ns_seg008,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,8,16.0,18.0,0.25,0.4627736508846283,0.038147009909152985,3,"[0.732, 1.506, 1.972]","[16.732, 17.506, 17.972]",manual_corrected,0,[],[],,
Broadband_Data_2026.03.26_21.50.00_ns_seg009,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,9,18.0,20.0,0.25,0.25780126452445984,0.0360892154276371,1,[0.748],[18.748],manual_corrected,0,[],[],,
Broadband_Data_2026.03.26_21.50.00_ns_seg010,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,10,20.0,22.0,0.25,0.3317459225654602,0.03813890367746353,1,[0.678],[20.678],manual_corrected,0,[],[],,
Broadband_Data_2026.03.26_21.50.00_ns_seg011,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,11,22.0,24.0,0.25,0.20835642516613007,0.033453043550252914,0,[],[],model_verified,0,[],[],,
Broadband_Data_2026.03.26_21.50.00_ns_seg012,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,12,24.0,26.0,0.25,0.9626549482345581,0.048356421291828156,2,"[0.772, 0.876]","[24.772, 24.876]",model_verified,2,"[0.772, 0.876]","[24.772, 24.876]",,
Broadband_Data_2026.03.26_21.50.00_ns_seg013,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,13,26.0,28.0,0.25,0.6185688376426697,0.04702536761760712,3,"[0.694, 1.674, 1.806]","[26.694, 27.674, 27.806]",model_verified,3,"[0.694, 1.674, 1.806]","[26.694, 27.674, 27.806]",,
Broadband_Data_2026.03.26_21.50.00_ns_seg014,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,14,28.0,30.0,0.25,0.889339804649353,0.043750058859586716,2,"[1.068, 1.166]","[29.068, 29.166]",model_verified,2,"[1.068, 1.166]","[29.068, 29.166]",,
Broadband_Data_2026.03.26_21.50.00_ns_seg015,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,15,30.0,32.0,0.25,0.9535523653030396,0.05622030049562454,3,"[0.744, 1.152, 1.268]","[30.744, 31.152, 31.268]",model_verified,3,"[0.744, 1.152, 1.268]","[30.744, 31.152, 31.268]",,
Broadband_Data_2026.03.26_21.50.00_ns_seg016,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,16,32.0,34.0,0.25,0.22029758989810944,0.03648589551448822,0,[],[],model_verified,0,[],[],,
Broadband_Data_2026.03.26_21.50.00_ns_seg017,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,17,34.0,36.0,0.25,0.19926109910011292,0.0358317568898201,0,[],[],model_verified,0,[],[],,
Broadband_Data_2026.03.26_21.50.00_ns_seg018,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,18,36.0,38.0,0.25,0.9017563462257385,0.04135429859161377,1,[1.192],[37.192],model_verified,1,[1.192],[37.192],,
Broadband_Data_2026.03.26_21.50.00_ns_seg019,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,19,38.0,40.0,0.25,0.5911260843276978,0.047890640795230865,4,"[0.19, 0.35, 1.446, 1.66]","[38.19, 38.35, 39.446, 39.66]",model_verified,4,"[0.19, 0.35, 1.446, 1.66]","[38.19, 38.35, 39.446, 39.66]",,
Broadband_Data_2026.03.26_21.50.00_ns_seg020,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,20,40.0,42.0,0.25,0.5734909772872925,0.040960442274808884,1,[1.918],[41.918],model_verified,1,[1.918],[41.918],,
Broadband_Data_2026.03.26_21.50.00_ns_seg021,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,21,42.0,44.0,0.25,0.9639660716056824,0.06107529625296593,4,"[0.108, 0.884, 1.58, 1.952]","[42.108, 42.884, 43.58, 43.952]",model_verified,4,"[0.108, 0.884, 1.58, 1.952]","[42.108, 42.884, 43.58, 43.952]",,
Broadband_Data_2026.03.26_21.50.00_ns_seg022,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,22,44.0,46.0,0.25,0.33765745162963867,0.03898540511727333,1,[1.854],[45.854],model_verified,1,[1.854],[45.854],,
Broadband_Data_2026.03.26_21.50.00_ns_seg023,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,23,46.0,48.0,0.25,0.38955602049827576,0.03684477135539055,1,[0.626],[46.626],model_verified,1,[0.626],[46.626],,
Broadband_Data_2026.03.26_21.50.00_ns_seg024,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,24,48.0,50.0,0.25,0.9834134578704834,0.059365905821323395,5,"[0.504, 0.738, 0.998, 1.188, 1.744]","[48.504, 48.738, 48.998, 49.188, 49.744]",model_verified,5,"[0.504, 0.738, 0.998, 1.188, 1.744]","[48.504, 48.738, 48.998, 49.188, 49.744]",,
Broadband_Data_2026.03.26_21.50.00_ns_seg025,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,25,50.0,52.0,0.25,0.9784073233604431,0.056761834770441055,2,"[1.09, 1.374]","[51.09, 51.374]",model_verified,2,"[1.09, 1.374]","[51.09, 51.374]",,
Broadband_Data_2026.03.26_21.50.00_ns_seg026,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,26,52.0,54.0,0.25,0.9259336590766907,0.0489802248775959,3,"[0.092, 0.73, 1.72]","[52.092, 52.73, 53.72]",model_verified,3,"[0.092, 0.73, 1.72]","[52.092, 52.73, 53.72]",,
Broadband_Data_2026.03.26_21.50.00_ns_seg027,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,27,54.0,56.0,0.25,0.8067003488540649,0.04347715526819229,1,[0.118],[54.118],model_verified,1,[0.118],[54.118],,
Broadband_Data_2026.03.26_21.50.00_ns_seg028,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,28,56.0,58.0,0.25,0.20397597551345825,0.03498334437608719,0,[],[],model_verified,0,[],[],,
Broadband_Data_2026.03.26_21.50.00_ns_seg029,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,ns,29,58.0,60.0,0.25,0.48974698781967163,0.03972090035676956,1,[1.58],[59.58],model_verified,1,[1.58],[59.58],,
Broadband_Data_2026.03.26_21.50.00_we_seg000,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,0,0.0,2.0,0.25,0.9983028173446655,0.04036225751042366,2,"[1.0, 1.918]","[1.0, 1.918]",model_verified,2,"[1.0, 1.918]","[1.0, 1.918]",,
Broadband_Data_2026.03.26_21.50.00_we_seg001,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,1,2.0,4.0,0.25,0.9985766410827637,0.04662611708045006,3,"[0.142, 1.0, 1.052]","[2.142, 3.0, 3.052]",model_verified,3,"[0.142, 1.0, 1.052]","[2.142, 3.0, 3.052]",,
Broadband_Data_2026.03.26_21.50.00_we_seg002,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,2,4.0,6.0,0.25,0.9985257983207703,0.036400776356458664,1,[1.0],[5.0],model_verified,1,[1.0],[5.0],,
