sample_id,source_file,channel,segment_index,segment_start,segment_end,sample_rate,time_resolution,frequency_resolution,freq_min,freq_max,npz_path,png_path,event_count,event_times_s_json,split,label_source,quality_flag
loc_0000786,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,6,12.000000,14.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000786.npz,review/auto/ns/loc_0000786.png,4,"[0.012000000104308128, 0.03400000184774399, 0.052000001072883606, 0.07199999690055847]",,threshold_auto,unchecked
loc_0000787,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,7,14.000000,16.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000787.npz,review/auto/ns/loc_0000787.png,5,"[0.06199999898672104, 0.17800000309944153, 0.20000000298023224, 0.6740000247955322, 1.3020000457763672]",,threshold_auto,unchecked
loc_0000788,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,8,16.000000,18.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000788.npz,review/auto/ns/loc_0000788.png,2,"[1.218000054359436, 1.3279999494552612]",,threshold_auto,unchecked
loc_0000789,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,9,18.000000,20.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000789.npz,review/auto/ns/loc_0000789.png,0,[],,threshold_auto,unchecked
loc_0000790,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,10,20.000000,22.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000790.npz,review/auto/ns/loc_0000790.png,1,[0.43799999356269836],,threshold_auto,unchecked
loc_0000791,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,11,22.000000,24.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000791.npz,review/auto/ns/loc_0000791.png,2,"[0.49000000953674316, 0.7839999794960022]",,threshold_auto,unchecked
loc_0000792,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,12,24.000000,26.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000792.npz,review/auto/ns/loc_0000792.png,0,[],,threshold_auto,unchecked
loc_0000793,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,13,26.000000,28.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000793.npz,review/auto/ns/loc_0000793.png,0,[],,threshold_auto,unchecked
loc_0000794,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,14,28.000000,30.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000794.npz,review/auto/ns/loc_0000794.png,1,[1.0240000486373901],,threshold_auto,unchecked
loc_0000795,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,15,30.000000,32.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000795.npz,review/auto/ns/loc_0000795.png,0,[],,threshold_auto,unchecked
loc_0000796,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,16,32.000000,34.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000796.npz,review/auto/ns/loc_0000796.png,2,"[0.5180000066757202, 1.5299999713897705]",,threshold_auto,unchecked
loc_0000797,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,17,34.000000,36.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000797.npz,review/auto/ns/loc_0000797.png,1,[0.25],,threshold_auto,unchecked
loc_0000798,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,18,36.000000,38.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000798.npz,review/auto/ns/loc_0000798.png,0,[],,threshold_auto,unchecked
loc_0000799,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,19,38.000000,40.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000799.npz,review/auto/ns/loc_0000799.png,2,"[0.9160000085830688, 1.1380000114440918]",,threshold_auto,unchecked
loc_0000800,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,20,40.000000,42.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000800.npz,review/auto/ns/loc_0000800.png,5,"[1.3940000534057617, 1.4600000381469727, 1.6979999542236328, 1.7139999866485596, 1.843999981880188]",,threshold_auto,unchecked
loc_0000801,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,21,42.000000,44.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000801.npz,review/auto/ns/loc_0000801.png,2,"[0.9079999923706055, 1.2940000295639038]",,threshold_auto,unchecked
loc_0000802,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,22,44.000000,46.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000802.npz,review/auto/ns/loc_0000802.png,1,[1.9140000343322754],,threshold_auto,unchecked
loc_0000803,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,23,46.000000,48.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000803.npz,review/auto/ns/loc_0000803.png,11,"[0.02800000086426735, 0.052000001072883606, 0.09200000017881393, 0.16200000047683716, 0.4359999895095825, 0.4620000123977661, 0.5920000076293945, 0.8627989888191223, 0.921118974685669, 1.5360000133514404, 1.632627010345459]",test,manual_corrected,clean
loc_0000804,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,24,48.000000,50.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000804.npz,review/auto/ns/loc_0000804.png,1,[1.3420000076293945],,threshold_auto,unchecked
loc_0000805,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,25,50.000000,52.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000805.npz,review/auto/ns/loc_0000805.png,3,"[0.7200000286102295, 1.1039999723434448, 1.4040000438690186]",,threshold_auto,unchecked
loc_0000806,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,26,52.000000,54.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000806.npz,review/auto/ns/loc_0000806.png,2,"[1.2020000219345093, 1.6859999895095825]",,threshold_auto,unchecked
loc_0000807,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,27,54.000000,56.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000807.npz,review/auto/ns/loc_0000807.png,4,"[1.3079999685287476, 1.3220000267028809, 1.3860000371932983, 1.9739999771118164]",,threshold_auto,unchecked
loc_0000808,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,28,56.000000,58.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000808.npz,review/auto/ns/loc_0000808.png,2,"[0.49799999594688416, 0.8159999847412109]",,threshold_auto,unchecked
loc_0000809,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,ns,29,58.000000,60.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000809.npz,review/auto/ns/loc_0000809.png,2,"[0.5699999928474426, 0.7279999852180481]",,threshold_auto,unchecked
loc_0000810,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,0,0.000000,2.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000810.npz,review/auto/we/loc_0000810.png,2,"[1.0, 1.7020000219345093]",,threshold_auto,unchecked
loc_0000811,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,1,2.000000,4.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000811.npz,review/auto/we/loc_0000811.png,1,[1.0],,threshold_auto,unchecked
loc_0000812,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,2,4.000000,6.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000812.npz,review/auto/we/loc_0000812.png,3,"[0.12800000607967377, 0.257999986410141, 1.0]",,threshold_auto,unchecked
loc_0000813,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,3,6.000000,8.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000813.npz,review/auto/we/loc_0000813.png,1,[1.0],,threshold_auto,unchecked
loc_0000814,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,4,8.000000,10.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000814.npz,review/auto/we/loc_0000814.png,2,"[1.0, 1.315999984741211]",,threshold_auto,unchecked
loc_0000815,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,5,10.000000,12.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000815.npz,review/auto/we/loc_0000815.png,6,"[0.03999999910593033, 0.4959999918937683, 0.8640000224113464, 1.0, 1.7687079906463623, 1.8348040580749512]",test,manual_corrected,clean
loc_0000816,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,6,12.000000,14.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000816.npz,review/auto/we/loc_0000816.png,3,"[0.012000000104308128, 0.0560000017285347, 1.0]",,threshold_auto,unchecked
loc_0000817,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,7,14.000000,16.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000817.npz,review/auto/we/loc_0000817.png,3,"[0.06199999898672104, 0.17800000309944153, 1.0]",test,manual_verified,clean
loc_0000818,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,8,16.000000,18.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000818.npz,review/auto/we/loc_0000818.png,1,[1.0],,threshold_auto,unchecked
loc_0000819,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,9,18.000000,20.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000819.npz,review/auto/we/loc_0000819.png,1,[1.0],,threshold_auto,unchecked
loc_0000820,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,10,20.000000,22.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000820.npz,review/auto/we/loc_0000820.png,1,[1.0],,threshold_auto,unchecked
loc_0000821,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,11,22.000000,24.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000821.npz,review/auto/we/loc_0000821.png,2,"[0.7839999794960022, 1.0]",,threshold_auto,unchecked
loc_0000822,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,12,24.000000,26.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000822.npz,review/auto/we/loc_0000822.png,1,[1.0],,threshold_auto,unchecked
loc_0000823,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,13,26.000000,28.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000823.npz,review/auto/we/loc_0000823.png,1,[1.0],,threshold_auto,unchecked
loc_0000824,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,14,28.000000,30.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000824.npz,review/auto/we/loc_0000824.png,2,"[1.0, 1.0240000486373901]",,threshold_auto,unchecked
loc_0000825,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,15,30.000000,32.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000825.npz,review/auto/we/loc_0000825.png,1,[1.0],,threshold_auto,unchecked
loc_0000826,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,16,32.000000,34.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000826.npz,review/auto/we/loc_0000826.png,1,[1.0],,threshold_auto,unchecked
loc_0000827,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,17,34.000000,36.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000827.npz,review/auto/we/loc_0000827.png,1,[1.0],,threshold_auto,unchecked
loc_0000828,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,18,36.000000,38.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000828.npz,review/auto/we/loc_0000828.png,1,[1.0],,threshold_auto,unchecked
loc_0000829,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,19,38.000000,40.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000829.npz,review/auto/we/loc_0000829.png,1,[1.0],,threshold_auto,unchecked
loc_0000830,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,20,40.000000,42.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000830.npz,review/auto/we/loc_0000830.png,1,[1.0],,threshold_auto,unchecked
loc_0000831,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,21,42.000000,44.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000831.npz,review/auto/we/loc_0000831.png,1,[1.0],,threshold_auto,unchecked
loc_0000832,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,22,44.000000,46.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000832.npz,review/auto/we/loc_0000832.png,2,"[0.20800000429153442, 1.0]",,threshold_auto,unchecked
loc_0000833,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,23,46.000000,48.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000833.npz,review/auto/we/loc_0000833.png,3,"[0.43799999356269836, 0.4620000123977661, 1.0]",,threshold_auto,unchecked
loc_0000834,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,24,48.000000,50.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000834.npz,review/auto/we/loc_0000834.png,2,"[1.0, 1.3420000076293945]",,threshold_auto,unchecked
loc_0000835,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,25,50.000000,52.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000835.npz,review/auto/we/loc_0000835.png,2,"[1.0, 1.4040000438690186]",,threshold_auto,unchecked
loc_0000836,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,26,52.000000,54.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000836.npz,review/auto/we/loc_0000836.png,2,"[1.0, 1.2020000219345093]",,threshold_auto,unchecked
loc_0000837,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,27,54.000000,56.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000837.npz,review/auto/we/loc_0000837.png,4,"[1.0, 1.3079999685287476, 1.3860000371932983, 1.9739999771118164]",test,manual_verified,clean
loc_0000838,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,28,56.000000,58.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000838.npz,review/auto/we/loc_0000838.png,1,[1.0],,threshold_auto,unchecked
loc_0000839,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,we,29,58.000000,60.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000839.npz,review/auto/we/loc_0000839.png,1,[1.0],,threshold_auto,unchecked
loc_0000840,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,0,0.000000,2.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000840.npz,review/auto/ns/loc_0000840.png,0,[],,threshold_auto,unchecked
loc_0000841,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,1,2.000000,4.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000841.npz,review/auto/ns/loc_0000841.png,3,"[0.7139999866485596, 0.8600000143051147, 1.6799999475479126]",,threshold_auto,unchecked
loc_0000842,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,2,4.000000,6.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000842.npz,review/auto/ns/loc_0000842.png,1,[1.809999942779541],,threshold_auto,unchecked
loc_0000843,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,3,6.000000,8.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000843.npz,review/auto/ns/loc_0000843.png,3,"[0.2919999957084656, 0.41600000858306885, 0.43799999356269836]",,threshold_auto,unchecked
loc_0000844,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,4,8.000000,10.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000844.npz,review/auto/ns/loc_0000844.png,1,[0.5680000185966492],,threshold_auto,unchecked
loc_0000845,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,5,10.000000,12.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000845.npz,review/auto/ns/loc_0000845.png,2,"[0.335999995470047, 0.8700000047683716]",,threshold_auto,unchecked
loc_0000846,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,6,12.000000,14.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000846.npz,review/auto/ns/loc_0000846.png,2,"[0.4860000014305115, 1.687999963760376]",,threshold_auto,unchecked
loc_0000847,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,7,14.000000,16.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000847.npz,review/auto/ns/loc_0000847.png,3,"[0.1379999965429306, 0.9139999747276306, 1.371999979019165]",,threshold_auto,unchecked
loc_0000848,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,8,16.000000,18.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000848.npz,review/auto/ns/loc_0000848.png,6,"[0.21799999475479126, 0.2980000078678131, 0.3479999899864197, 1.8480000495910645, 1.8760000467300415, 1.9199999570846558]",,threshold_auto,unchecked
loc_0000849,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,9,18.000000,20.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000849.npz,review/auto/ns/loc_0000849.png,1,[1.3700000047683716],,threshold_auto,unchecked
loc_0000850,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,10,20.000000,22.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000850.npz,review/auto/ns/loc_0000850.png,3,"[0.8920000195503235, 1.246000051498413, 1.4900000095367432]",,threshold_auto,unchecked
loc_0000851,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,11,22.000000,24.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000851.npz,review/auto/ns/loc_0000851.png,2,"[0.5220000147819519, 0.6019999980926514]",,threshold_auto,unchecked
loc_0000852,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,12,24.000000,26.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000852.npz,review/auto/ns/loc_0000852.png,2,"[1.0260000228881836, 1.6399999856948853]",,threshold_auto,unchecked
loc_0000853,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,13,26.000000,28.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000853.npz,review/auto/ns/loc_0000853.png,6,"[0.21199999749660492, 0.9919999837875366, 1.3459999561309814, 1.50600004196167, 1.5839999914169312, 1.6039999723434448]",,threshold_auto,unchecked
loc_0000854,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,14,28.000000,30.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000854.npz,review/auto/ns/loc_0000854.png,2,"[0.2460000067949295, 1.9839999675750732]",,threshold_auto,unchecked
loc_0000855,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,15,30.000000,32.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000855.npz,review/auto/ns/loc_0000855.png,7,"[0.4259999990463257, 0.8899999856948853, 1.1720000505447388, 1.2999999523162842, 1.312000036239624, 1.3279999494552612, 1.4539999961853027]",,threshold_auto,unchecked
loc_0000856,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,16,32.000000,34.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000856.npz,review/auto/ns/loc_0000856.png,1,[0.5759999752044678],,threshold_auto,unchecked
loc_0000857,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,17,34.000000,36.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000857.npz,review/auto/ns/loc_0000857.png,1,[1.7860000133514404],,threshold_auto,unchecked
loc_0000858,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,18,36.000000,38.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000858.npz,review/auto/ns/loc_0000858.png,3,"[0.7839999794960022, 0.8500000238418579, 0.8920000195503235]",,threshold_auto,unchecked
loc_0000859,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,19,38.000000,40.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000859.npz,review/auto/ns/loc_0000859.png,2,"[0.7639999985694885, 1.649999976158142]",,threshold_auto,unchecked
loc_0000860,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,20,40.000000,42.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000860.npz,review/auto/ns/loc_0000860.png,2,"[0.9620000123977661, 1.1100000143051147]",,threshold_auto,unchecked
loc_0000861,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,21,42.000000,44.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000861.npz,review/auto/ns/loc_0000861.png,3,"[0.972000002861023, 1.218000054359436, 1.2400000095367432]",,threshold_auto,unchecked
loc_0000862,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,22,44.000000,46.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000862.npz,review/auto/ns/loc_0000862.png,1,[1.1579999923706055],,threshold_auto,unchecked
loc_0000863,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,23,46.000000,48.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000863.npz,review/auto/ns/loc_0000863.png,1,[0.47999998927116394],,threshold_auto,unchecked
loc_0000864,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,ns,24,48.000000,50.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0000864.npz,review/auto/ns/loc_0000864.png,1,[0.765999972820282],,threshold_auto,unchecked
